"Project Name","URL","ML libraries","Number of Contributors","Number of Stars"
"nevenp/dqn_flappy_bird","https://github.com/nevenp/dqn_flappy_bird.git","torch","4","58"
"val-iisc/3d-lmnet","https://github.com/val-iisc/3d-lmnet.git","sklearn,tensorflow","3","72"
"zurutech/gans-from-theory-to-production","https://github.com/zurutech/gans-from-theory-to-production.git","tensorflow","7","171"
"dalab/end2end_neural_el","https://github.com/dalab/end2end_neural_el.git","tensorflow","4","150"
"codezoned/ScriptsDump","https://github.com/codezoned/ScriptsDump.git","sklearn,keras,tensorflow","84","75"
"justindujardin/mathy","https://github.com/justindujardin/mathy.git","keras,tensorflow","4","56"
"SketchyScene/SketchyScene","https://github.com/SketchyScene/SketchyScene.git","tensorflow,keras","3","60"
"tensorflow/lingvo","https://github.com/tensorflow/lingvo.git","sklearn,tensorflow","35","1876"
"snuspl/parallax","https://github.com/snuspl/parallax.git","sklearn,tensorflow","6","108"
"yikangshen/Ordered-Neurons","https://github.com/yikangshen/Ordered-Neurons.git","torch","4","478"
"MaybeShewill-CV/attentive-gan-derainnet","https://github.com/MaybeShewill-CV/attentive-gan-derainnet.git","tensorflow","3","138"
"google/dopamine","https://github.com/google/dopamine.git","tensorflow","7","8895"
"JakeColtman/bartpy","https://github.com/JakeColtman/bartpy.git","sklearn","3","63"
"kumar-shridhar/PyTorch-BayesianCNN","https://github.com/kumar-shridhar/PyTorch-BayesianCNN.git","torch","4","502"
"electricbrainio/hypermax","https://github.com/electricbrainio/hypermax.git","sklearn,keras,tensorflow","6","83"
"rusty1s/pytorch_sparse","https://github.com/rusty1s/pytorch_sparse.git","torch","4","169"
"Tiiiger/QPyTorch","https://github.com/Tiiiger/QPyTorch.git","torch","3","67"
"pytorch/botorch","https://github.com/pytorch/botorch.git","torch","24","1393"
"wabyking/qnn","https://github.com/wabyking/qnn.git","sklearn,tensorflow,keras","4","80"
"Thrandis/EKFAC-pytorch","https://github.com/Thrandis/EKFAC-pytorch.git","torch","4","65"
"tensorflow/estimator","https://github.com/tensorflow/estimator.git","sklearn,keras,tensorflow","74","151"
"aliutkus/torchsearchsorted","https://github.com/aliutkus/torchsearchsorted.git","torch","4","54"
"modricwang/Pytorch-Model-to-TensorRT","https://github.com/modricwang/Pytorch-Model-to-TensorRT.git","torch","3","115"
"simontomaskarlsson/CycleGAN-Keras","https://github.com/simontomaskarlsson/CycleGAN-Keras.git","tensorflow,keras","3","96"
"alibaba/ai-matrix","https://github.com/alibaba/ai-matrix.git","sklearn,caffe,tensorflow,keras,torch","6","135"
"huuuuusy/Mask-RCNN-Shiny","https://github.com/huuuuusy/Mask-RCNN-Shiny.git","keras,tensorflow","3","183"
"MIPT-Oulu/solt","https://github.com/MIPT-Oulu/solt.git","torch","5","246"
"ybabakhin/kaggle_salt_bes_phalanx","https://github.com/ybabakhin/kaggle_salt_bes_phalanx.git","tensorflow,keras,torch","3","254"
"tejaslodaya/timeseries-clustering-vae","https://github.com/tejaslodaya/timeseries-clustering-vae.git","sklearn,torch","3","105"
"ogrisel/pygbm","https://github.com/ogrisel/pygbm.git","sklearn","5","148"
"openml/automlbenchmark","https://github.com/openml/automlbenchmark.git","sklearn","7","132"
"Featuretools/Automated-Manual-Comparison","https://github.com/Featuretools/Automated-Manual-Comparison.git","sklearn","3","256"
"kumar-shridhar/Know-Your-Intent","https://github.com/kumar-shridhar/Know-Your-Intent.git","sklearn,keras","4","105"
"IntelPython/daal4py","https://github.com/IntelPython/daal4py.git","sklearn","12","62"
"tobybreckon/fire-detection-cnn","https://github.com/tobybreckon/fire-detection-cnn.git","tensorflow","3","166"
"lmb-freiburg/netdef_models","https://github.com/lmb-freiburg/netdef_models.git","tensorflow","3","112"
"scitime/scitime","https://github.com/scitime/scitime.git","sklearn","3","91"
"jonasrothfuss/ProMP","https://github.com/jonasrothfuss/ProMP.git","tensorflow","4","149"
"iitmcvg/CNN_SLAM","https://github.com/iitmcvg/CNN_SLAM.git","tensorflow","4","94"
"advboxes/AdvBox","https://github.com/advboxes/AdvBox.git","keras,tensorflow,torch","12","909"
"minerva-ml/open-solution-ship-detection","https://github.com/minerva-ml/open-solution-ship-detection.git","sklearn,torch","5","51"
"dvgodoy/handyspark","https://github.com/dvgodoy/handyspark.git","sklearn","3","132"
"PositiveTechnologies/seq2seq-web-attack-detection","https://github.com/PositiveTechnologies/seq2seq-web-attack-detection.git","sklearn","3","105"
"sisl/NeuralVerification.jl","https://github.com/sisl/NeuralVerification.jl.git","keras","9","101"
"bojone/flow","https://github.com/bojone/flow.git","keras,tensorflow","3","120"
"belskikh/kekas","https://github.com/belskikh/kekas.git","sklearn,torch","7","166"
"miha-skalic/youtube8mchallenge","https://github.com/miha-skalic/youtube8mchallenge.git","sklearn,tensorflow","17","165"
"worldveil/photomosaic","https://github.com/worldveil/photomosaic.git","sklearn","6","518"
"beringresearch/ivis","https://github.com/beringresearch/ivis.git","sklearn,keras,tensorflow","4","140"
"Geoyi/pixel-decoder","https://github.com/Geoyi/pixel-decoder.git","sklearn,tensorflow,keras","3","54"
"parrt/dtreeviz","https://github.com/parrt/dtreeviz.git","sklearn","12","1092"
"malllabiisc/RESIDE","https://github.com/malllabiisc/RESIDE.git","sklearn,tensorflow","5","183"
"osai-ai/tensor-stream","https://github.com/osai-ai/tensor-stream.git","torch","3","233"
"kfiraberman/neural_best_buddies","https://github.com/kfiraberman/neural_best_buddies.git","sklearn,torch","3","124"
"sovrasov/flops-counter.pytorch","https://github.com/sovrasov/flops-counter.pytorch.git","torch","3","525"
"kindredresearch/SenseAct","https://github.com/kindredresearch/SenseAct.git","tensorflow","8","124"
"qks1lver/redtide","https://github.com/qks1lver/redtide.git","sklearn","3","72"
"nii-yamagishilab/tacotron2","https://github.com/nii-yamagishilab/tacotron2.git","keras,tensorflow","3","71"
"liangzp/Reinforcement-learning-in-portfolio-management-","https://github.com/liangzp/Reinforcement-learning-in-portfolio-management-.git","tensorflow","4","237"
"ThoughtWorksInc/cd4ml-workshop","https://github.com/ThoughtWorksInc/cd4ml-workshop.git","sklearn","5","160"
"theislab/scvelo","https://github.com/theislab/scvelo.git","sklearn","7","78"
"twke18/Adaptive_Affinity_Fields","https://github.com/twke18/Adaptive_Affinity_Fields.git","tensorflow","3","216"
"peopledoc/mlvtools-tutorial","https://github.com/peopledoc/mlvtools-tutorial.git","sklearn","3","63"
"jayleicn/TVQA","https://github.com/jayleicn/TVQA.git","torch","3","112"
"criteo-research/reco-gym","https://github.com/criteo-research/reco-gym.git","sklearn,tensorflow,torch","6","245"
"qipeng/gcn-over-pruned-trees","https://github.com/qipeng/gcn-over-pruned-trees.git","torch","3","208"
"geatpy-dev/geatpy","https://github.com/geatpy-dev/geatpy.git","sklearn","3","457"
"nyoka-pmml/nyoka","https://github.com/nyoka-pmml/nyoka.git","sklearn,keras","13","69"
"heronsystems/adeptRL","https://github.com/heronsystems/adeptRL.git","torch","4","105"
"tensorlayer/adaptive-style-transfer","https://github.com/tensorlayer/adaptive-style-transfer.git","tensorflow","3","83"
"thunlp/FewRel","https://github.com/thunlp/FewRel.git","sklearn,torch","5","347"
"lukemelas/image-paragraph-captioning","https://github.com/lukemelas/image-paragraph-captioning.git","torch","6","54"
"IBM/BAGAN","https://github.com/IBM/BAGAN.git","tensorflow,keras","3","54"
"HexHive/retrowrite","https://github.com/HexHive/retrowrite.git","sklearn","4","253"
"amphibian-dev/toad","https://github.com/amphibian-dev/toad.git","sklearn","3","72"
"pranz24/pytorch-soft-actor-critic","https://github.com/pranz24/pytorch-soft-actor-critic.git","torch","5","131"
"atomistic-machine-learning/schnetpack","https://github.com/atomistic-machine-learning/schnetpack.git","torch","18","186"
"juliagusak/dataloaders","https://github.com/juliagusak/dataloaders.git","sklearn,tensorflow,torch","3","69"
"dwhitena/oreilly-ai-k8s-tutorial","https://github.com/dwhitena/oreilly-ai-k8s-tutorial.git","sklearn,tensorflow,keras","3","54"
"kubeflow/fairing","https://github.com/kubeflow/fairing.git","sklearn,torch,tensorflow","35","229"
"jsbroks/coco-annotator","https://github.com/jsbroks/coco-annotator.git","keras","29","753"
"amzn/emukit","https://github.com/amzn/emukit.git","sklearn,torch,tensorflow","16","170"
"udacity/deep-learning-v2-pytorch","https://github.com/udacity/deep-learning-v2-pytorch.git","torch","32","3380"
"criteo/tf-yarn","https://github.com/criteo/tf-yarn.git","tensorflow","6","55"
"crytic/slither","https://github.com/crytic/slither.git","sklearn","35","411"
"coMindOrg/federated-averaging-tutorials","https://github.com/coMindOrg/federated-averaging-tutorials.git","tensorflow","3","115"
"neurodata/graspy","https://github.com/neurodata/graspy.git","sklearn","20","74"
"VLL-HD/FrEIA","https://github.com/VLL-HD/FrEIA.git","torch","4","125"
"p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch","https://github.com/p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch.git","tensorflow,torch","4","2055"
"NRCan/geo-deep-learning","https://github.com/NRCan/geo-deep-learning.git","sklearn,torch","10","52"
"DAI-Lab/SteganoGAN","https://github.com/DAI-Lab/SteganoGAN.git","torch","4","78"
"ktaebum/AttentionedDeepPaint","https://github.com/ktaebum/AttentionedDeepPaint.git","torch","3","51"
"liyi14/mx-DeepIM","https://github.com/liyi14/mx-DeepIM.git","torch","3","157"
"qijiezhao/M2Det","https://github.com/qijiezhao/M2Det.git","torch,tensorflow","7","1240"
"PacktPublishing/Neural-Network-Projects-with-Python","https://github.com/PacktPublishing/Neural-Network-Projects-with-Python.git","sklearn,keras","3","83"
"apache/incubator-marvin","https://github.com/apache/incubator-marvin.git","sklearn,keras","15","57"
"yao8839836/text_gcn","https://github.com/yao8839836/text_gcn.git","sklearn,tensorflow","3","606"
"Azure/DeepLearningForTimeSeriesForecasting","https://github.com/Azure/DeepLearningForTimeSeriesForecasting.git","sklearn,keras","6","279"
"hfawaz/dl-4-tsc","https://github.com/hfawaz/dl-4-tsc.git","sklearn,keras","3","328"
"Nanne/pytorch-NetVlad","https://github.com/Nanne/pytorch-NetVlad.git","sklearn,torch","3","70"
"chaoyuaw/pytorch-vcii","https://github.com/chaoyuaw/pytorch-vcii.git","torch","3","130"
"deeplearningzerotoall/TensorFlow","https://github.com/deeplearningzerotoall/TensorFlow.git","keras,tensorflow","12","156"
"microsoft/SPTAG","https://github.com/microsoft/SPTAG.git","keras","14","3715"
"ronghanghu/speaker_follower","https://github.com/ronghanghu/speaker_follower.git","caffe,torch","6","85"
"uber-research/parallax","https://github.com/uber-research/parallax.git","sklearn","3","132"
"mlperf/inference","https://github.com/mlperf/inference.git","sklearn,tensorflow,torch","44","227"
"AICoE/log-anomaly-detector","https://github.com/AICoE/log-anomaly-detector.git","sklearn","17","102"
"ColdGrub1384/Pyto","https://github.com/ColdGrub1384/Pyto.git","sklearn,theano,keras","8","279"
"rballester/tntorch","https://github.com/rballester/tntorch.git","torch","3","87"
"rolczynski/Automatic-Speech-Recognition","https://github.com/rolczynski/Automatic-Speech-Recognition.git","tensorflow,keras","5","81"
"graknlabs/kglib","https://github.com/graknlabs/kglib.git","tensorflow","7","202"
"joelmoniz/DepthNets","https://github.com/joelmoniz/DepthNets.git","torch","4","92"
"wayfair/pylift","https://github.com/wayfair/pylift.git","sklearn","4","138"
"hust512/DQN-DDPG_Stock_Trading","https://github.com/hust512/DQN-DDPG_Stock_Trading.git","tensorflow","3","66"
"NUAA-AL/ALiPy","https://github.com/NUAA-AL/ALiPy.git","sklearn","5","399"
"acconeer/acconeer-python-exploration","https://github.com/acconeer/acconeer-python-exploration.git","sklearn,keras,tensorflow","14","53"
"intel/dffml","https://github.com/intel/dffml.git","sklearn,tensorflow","28","58"
"spatialucr/geosnap","https://github.com/spatialucr/geosnap.git","sklearn","6","63"
"zh217/torch-dct","https://github.com/zh217/torch-dct.git","torch","4","59"
"torchgan/torchgan","https://github.com/torchgan/torchgan.git","torch","9","992"
"kiteco/kite-python-blog-post-code","https://github.com/kiteco/kite-python-blog-post-code.git","sklearn,caffe,theano,tensorflow,keras,torch","8","144"
"aistairc/market-reporter","https://github.com/aistairc/market-reporter.git","torch","4","51"
"facultyai/dash-bootstrap-components","https://github.com/facultyai/dash-bootstrap-components.git","sklearn","10","416"
"domainadaptation/salad","https://github.com/domainadaptation/salad.git","sklearn,torch","3","205"
"allenai/scispacy","https://github.com/allenai/scispacy.git","sklearn","5","400"
"diegma/graph-2-text","https://github.com/diegma/graph-2-text.git","torch","3","94"
"Xython/YAPyPy","https://github.com/Xython/YAPyPy.git","sklearn","8","74"
"AAnoosheh/ToDayGAN","https://github.com/AAnoosheh/ToDayGAN.git","torch","15","83"
"Featuretools/predict-customer-churn","https://github.com/Featuretools/predict-customer-churn.git","sklearn","5","202"
"ZQPei/deep_sort_pytorch","https://github.com/ZQPei/deep_sort_pytorch.git","torch","5","600"
"IntelAI/OpenVINO-model-server","https://github.com/IntelAI/OpenVINO-model-server.git","tensorflow","8","241"
"XanaduAI/quantum-neural-networks","https://github.com/XanaduAI/quantum-neural-networks.git","tensorflow","4","137"
"nikhilbarhate99/PPO-PyTorch","https://github.com/nikhilbarhate99/PPO-PyTorch.git","torch","4","112"
"RTIInternational/SMART","https://github.com/RTIInternational/SMART.git","sklearn","9","89"
"kvos/CoastSat","https://github.com/kvos/CoastSat.git","sklearn","6","89"
"rajabzz/digikala-sentiment-lstm","https://github.com/rajabzz/digikala-sentiment-lstm.git","sklearn,keras","4","60"
"NLPatVCU/medaCy","https://github.com/NLPatVCU/medaCy.git","torch","10","130"
"SenticNet/MELD","https://github.com/SenticNet/MELD.git","sklearn,keras","4","220"
"symoon94/Neural-Style-Transfer-pytorch","https://github.com/symoon94/Neural-Style-Transfer-pytorch.git","torch","3","72"
"PacktPublishing/Mastering-OpenCV-4-with-Python","https://github.com/PacktPublishing/Mastering-OpenCV-4-with-Python.git","tensorflow,keras","3","81"
"budzianowski/multiwoz","https://github.com/budzianowski/multiwoz.git","torch","5","152"
"facebookresearch/PyTorch-BigGraph","https://github.com/facebookresearch/PyTorch-BigGraph.git","torch","8","2002"
"PSLmodels/PCI-China","https://github.com/PSLmodels/PCI-China.git","sklearn,keras,tensorflow","3","130"
"mila-iqia/babyai","https://github.com/mila-iqia/babyai.git","torch","15","395"
"hastagAB/Awesome-Python-Scripts","https://github.com/hastagAB/Awesome-Python-Scripts.git","tensorflow","59","130"
"allenai/OpenBookQA","https://github.com/allenai/OpenBookQA.git","sklearn,torch","6","60"
"Tobias-Fischer/rt_gene","https://github.com/Tobias-Fischer/rt_gene.git","sklearn,torch,keras,tensorflow","4","78"
"ithemal/Ithemal","https://github.com/ithemal/Ithemal.git","torch","4","63"
"ChengBinJin/WGAN-GP-tensorflow","https://github.com/ChengBinJin/WGAN-GP-tensorflow.git","tensorflow","3","52"
"GaoQ1/rasa_nlu_gq","https://github.com/GaoQ1/rasa_nlu_gq.git","sklearn,keras,tensorflow","4","184"
"microsoft/dpu-utils","https://github.com/microsoft/dpu-utils.git","tensorflow,torch","8","54"
"caow13/BRITS","https://github.com/caow13/BRITS.git","sklearn,torch","3","62"
"dask/dask-lightgbm","https://github.com/dask/dask-lightgbm.git","sklearn","6","51"
"cardwing/Codes-for-Lane-Detection","https://github.com/cardwing/Codes-for-Lane-Detection.git","sklearn,torch,tensorflow","4","657"
"MIC-DKFZ/medicaldetectiontoolkit","https://github.com/MIC-DKFZ/medicaldetectiontoolkit.git","sklearn,torch","3","645"
"NVlabs/Deep_Object_Pose","https://github.com/NVlabs/Deep_Object_Pose.git","torch","6","377"
"hackerearthclub/CODE2RACE","https://github.com/hackerearthclub/CODE2RACE.git","sklearn,tensorflow","439","95"
"tawnkramer/gym-donkeycar","https://github.com/tawnkramer/gym-donkeycar.git","tensorflow,keras","8","62"
"youssefsharief/arabic-tacotron-tts","https://github.com/youssefsharief/arabic-tacotron-tts.git","tensorflow","9","55"
"xbpeng/DeepMimic","https://github.com/xbpeng/DeepMimic.git","tensorflow","7","1210"
"openvinotoolkit/openvino","https://github.com/openvinotoolkit/openvino.git","caffe,tensorflow","71","1315"
"opencv/open_model_zoo","https://github.com/opencv/open_model_zoo.git","sklearn,caffe,tensorflow,torch","45","1678"
"joeynmt/joeynmt","https://github.com/joeynmt/joeynmt.git","torch","8","257"
"statisticianinstilettos/recmetrics","https://github.com/statisticianinstilettos/recmetrics.git","sklearn","9","166"
"yuzhimanhua/Multi-BioNER","https://github.com/yuzhimanhua/Multi-BioNER.git","torch","5","71"
"vijendra1125/Custom-Mask-RCNN-Using-Tensorfow-Object-Detection-API","https://github.com/vijendra1125/Custom-Mask-RCNN-Using-Tensorfow-Object-Detection-API.git","tensorflow","3","55"
